player_name,match_id,map_name,kills,deaths,kd_ratio,kills_per_round,deaths_per_round,headshot_kills,headshot_percentage,total_damage_dealt,avg_damage_per_kill,damage_per_round,armor_damage_dealt,opening_kills,first_blood_kills,opening_kill_rate,first_blood_rate,entry_fragger_score,opening_deaths,opening_death_rate,survival_vs_aggression_ratio,rounds_with_2k,rounds_with_3k,rounds_with_4k,rounds_with_5k,multi_kill_rate,high_impact_rounds,avg_kill_distance,min_kill_distance,max_kill_distance,kill_distance_std,close_range_kills,mid_range_kills,long_range_kills,engagement_range_preference,rifle_kills,awp_kills,pistol_kills,smg_kills,weapon_diversity,primary_weapon_type,headshot_weapon_skill,thrusmoke_kills,noscope_kills,penetration_kills,assists,assist_per_round,flash_assists,support_score,kill_consistency,performance_variance,max_kills_in_round,rounds_with_zero_kills,zero_kill_round_rate
sirah,ecstatic-vs-havu-m3-overpass,de_overpass,25,24,1.0416666666666667,0.7142857142857143,0.6857142857142857,11,44.0,1664,66.56,47.542857142857144,204,17,6,0.4857142857142857,0.17142857142857143,0.8285714285714286,2,0.05714285714285714,8.5,5,2,1,0,0.14285714285714285,0.2,13.345321094,0.85890675,32.473194,8.848085349228182,25,0,0,close,20,0,2,0,6,rifle,0.44,0,0,0,2,0.05714285714285714,0,2.0,0.5334828131703736,0.8744746321952062,4,18,0.5142857142857142
Uli,ecstatic-vs-havu-m3-overpass,de_overpass,36,18,2.0,1.0285714285714285,0.5142857142857142,21,58.333333333333336,2944,81.77777777777777,84.11428571428571,172,22,2,0.6285714285714286,0.05714285714285714,0.7428571428571429,1,0.02857142857142857,22.0,7,5,2,0,0.2,0.45714285714285713,19.32218960388889,0.87335134,42.75417,11.313993086322474,36,0,0,close,30,1,4,0,8,rifle,0.5833333333333334,2,0,3,4,0.11428571428571428,0,4.0,0.4881376568056094,1.0486024506776148,4,13,0.37142857142857144
alxc,ecstatic-vs-havu-m3-overpass,de_overpass,21,25,0.84,0.6,0.7142857142857143,12,57.14285714285714,1609,76.61904761904762,45.97142857142857,117,12,4,0.34285714285714286,0.11428571428571428,0.5714285714285714,9,0.2571428571428571,1.3333333333333335,8,1,0,0,0.22857142857142856,0.05714285714285714,15.290486352380956,6.6004243,48.449493,10.256795040448871,21,0,0,close,18,0,3,0,5,rifle,0.5714285714285714,0,0,1,6,0.17142857142857143,0,6.0,0.6166819013942709,0.621581560508061,3,23,0.6571428571428571
ottob,ecstatic-vs-havu-m3-overpass,de_overpass,25,18,1.3888888888888888,0.7142857142857143,0.5142857142857142,6,24.0,3161,126.44,90.31428571428572,47,17,4,0.4857142857142857,0.11428571428571428,0.7142857142857143,2,0.05714285714285714,8.5,7,1,0,0,0.2,0.05714285714285714,23.2210252,3.764471,52.164623,14.950085798798785,25,0,0,close,5,17,3,0,6,awp,0.24,0,2,2,7,0.2,2,10.0,0.6156633601546446,0.6242642728467979,3,18,0.5142857142857142
p3kko,ecstatic-vs-havu-m3-overpass,de_overpass,15,25,0.6,0.42857142857142855,0.7142857142857143,9,60.0,1162,77.46666666666667,33.2,123,12,3,0.34285714285714286,0.08571428571428572,0.5142857142857142,7,0.2,1.7142857142857142,3,0,0,0,0.08571428571428572,0.0,16.200273619999997,2.1253603,34.55602,8.731286152819303,15,0,0,close,11,0,3,1,7,rifle,0.6,4,0,1,12,0.34285714285714286,1,13.5,0.6885786073676458,0.45226701686664544,2,23,0.6571428571428571
puuha,ecstatic-vs-havu-m3-overpass,de_overpass,21,25,0.84,0.6,0.7142857142857143,9,42.857142857142854,1445,68.80952380952381,41.285714285714285,137,14,2,0.4,0.05714285714285714,0.5142857142857142,0,0.0,40.0,5,2,0,0,0.14285714285714285,0.11428571428571428,18.65518624761905,1.1295902,46.84651,9.160521883443725,21,0,0,close,15,2,3,0,7,rifle,0.42857142857142855,2,0,0,3,0.08571428571428572,1,4.5,0.568325667442591,0.7595545253127499,3,21,0.6
nut nut,ecstatic-vs-havu-m3-overpass,de_overpass,24,21,1.1428571428571428,0.6857142857142857,0.6,15,62.5,2132,88.83333333333333,60.91428571428571,163,17,1,0.4857142857142857,0.02857142857142857,0.5428571428571428,2,0.05714285714285714,8.5,7,0,0,0,0.2,0.0,15.044225855833332,0.99312454,27.259909,6.587817831544522,24,0,0,close,18,1,3,0,7,rifle,0.625,0,0,0,13,0.37142857142857144,2,16.0,0.6634380867065212,0.5072996561958923,2,18,0.5142857142857142
Anlelele,ecstatic-vs-havu-m3-overpass,de_overpass,24,25,0.96,0.6857142857142857,0.7142857142857143,9,37.5,1396,58.166666666666664,39.885714285714286,211,15,2,0.42857142857142855,0.05714285714285714,0.5428571428571428,1,0.02857142857142857,15.0,7,2,0,0,0.2,0.11428571428571428,16.3265605375,1.1714355,31.184649,7.8355079674669845,24,0,0,close,18,0,3,1,7,rifle,0.375,1,0,0,6,0.17142857142857143,0,6.0,0.5757753802215467,0.7367883976130073,3,20,0.5714285714285714
TMB,ecstatic-vs-havu-m3-overpass,de_overpass,18,24,0.75,0.5142857142857142,0.6857142857142857,13,72.22222222222221,1528,84.88888888888889,43.65714285714286,170,12,2,0.34285714285714286,0.05714285714285714,0.45714285714285713,7,0.2,1.7142857142857142,3,2,1,0,0.08571428571428572,0.2,11.522978527777777,4.8760066,26.23466,5.903981091925891,18,0,0,close,15,0,1,1,5,rifle,0.7222222222222222,3,0,0,15,0.42857142857142855,1,16.5,0.5,1.0,4,23,0.6571428571428571
acoR,ecstatic-vs-havu-m3-overpass,de_overpass,20,24,0.8333333333333334,0.5714285714285714,0.6857142857142857,4,20.0,2469,123.45,70.54285714285714,91,15,8,0.42857142857142855,0.22857142857142856,0.8857142857142857,3,0.08571428571428572,5.0,3,2,0,0,0.08571428571428572,0.11428571428571428,18.634233974999997,1.0286015,40.773598,11.54523209610434,20,0,0,close,0,16,2,0,5,awp,0.2,0,0,1,5,0.14285714285714285,1,6.5,0.5801315846429337,0.7237468644557459,3,20,0.5714285714285714
interz,ence-vs-1win-m1-train,de_train,15,21,0.7142857142857143,0.42857142857142855,0.6,8,53.333333333333336,1078,71.86666666666666,30.8,104,11,0,0.3142857142857143,0.0,0.3142857142857143,4,0.11428571428571428,2.75,4,0,0,0,0.11428571428571428,0.0,16.182673066666666,3.610272,29.319857,8.823294878448296,15,0,0,close,13,0,2,0,4,rifle,0.5333333333333333,1,0,0,8,0.22857142857142856,1,9.5,0.6646616133896777,0.504524979109513,2,24,0.6857142857142857
myltsi,ence-vs-1win-m1-train,de_train,22,22,1.0,0.6285714285714286,0.6285714285714286,11,50.0,1587,72.13636363636364,45.34285714285714,133,14,0,0.4,0.0,0.4,1,0.02857142857142857,14.000000000000002,7,1,0,0,0.2,0.05714285714285714,21.08616801818182,2.9277642,36.41352,11.69209645616774,22,0,0,close,19,2,1,0,5,rifle,0.5,3,0,1,6,0.17142857142857143,4,12.0,0.6074573261894977,0.646206172658864,3,21,0.6
Neityu,ence-vs-1win-m1-train,de_train,18,26,0.6923076923076923,0.5142857142857142,0.7428571428571429,9,50.0,1230,68.33333333333333,35.142857142857146,133,14,5,0.4,0.14285714285714285,0.6857142857142857,5,0.14285714285714285,2.8000000000000003,4,0,0,0,0.11428571428571428,0.0,15.75291638888889,1.8977054,38.548878,11.940312095157886,18,0,0,close,16,0,2,0,4,rifle,0.5,2,0,1,13,0.37142857142857144,0,13.0,0.6808245349943228,0.46880723093849547,2,21,0.6
lattykk,ence-vs-1win-m1-train,de_train,28,21,1.3333333333333333,0.8,0.6,10,35.714285714285715,3405,121.60714285714286,97.28571428571429,64,17,4,0.4857142857142857,0.11428571428571428,0.7142857142857143,1,0.02857142857142857,17.0,8,3,0,0,0.22857142857142856,0.17142857142857143,29.518380589285716,3.1683445,46.417233,11.17360932466651,28,0,0,close,2,19,7,0,5,awp,0.35714285714285715,7,1,1,5,0.14285714285714285,1,6.5,0.5599401206327096,0.7859052479933758,3,18,0.5142857142857142
podi,ence-vs-1win-m1-train,de_train,24,20,1.2,0.6857142857142857,0.5714285714285714,10,41.66666666666667,2754,114.75,78.68571428571428,89,17,3,0.4857142857142857,0.08571428571428572,0.6571428571428571,1,0.02857142857142857,17.0,5,2,0,0,0.14285714285714285,0.11428571428571428,20.243084808333336,4.735708,35.961273,9.564463848498406,24,0,0,close,11,11,2,0,5,rifle,0.4166666666666667,1,0,2,4,0.11428571428571428,1,5.5,0.5840142043806167,0.7122871199007256,3,18,0.5142857142857142
HObbit,ence-vs-1win-m1-train,de_train,21,22,0.9545454545454546,0.6,0.6285714285714286,10,47.61904761904761,1318,62.76190476190476,37.65714285714286,166,16,4,0.45714285714285713,0.11428571428571428,0.6857142857142857,3,0.08571428571428572,5.333333333333333,5,0,0,0,0.14285714285714285,0.0,19.70516746666667,3.4874203,31.973742,8.723839505576557,21,0,0,close,20,0,1,0,4,rifle,0.47619047619047616,7,0,0,13,0.37142857142857144,2,16.0,0.6762634976715645,0.47871355387816905,2,19,0.5428571428571428
rigoN,ence-vs-1win-m1-train,de_train,21,28,0.75,0.6,0.8,14,66.66666666666666,1499,71.38095238095238,42.82857142857143,195,14,4,0.4,0.11428571428571428,0.6285714285714286,5,0.14285714285714285,2.8000000000000003,5,1,1,0,0.14285714285714285,0.14285714285714285,19.010331933333333,1.1765836,29.304731,8.189734593882733,21,0,0,close,17,0,2,0,7,rifle,0.6666666666666666,1,0,0,8,0.22857142857142856,0,8.0,0.5391270327295902,0.8548504142651103,4,21,0.6
oz1k,ence-vs-1win-m1-train,de_train,24,22,1.0909090909090908,0.6857142857142857,0.6285714285714286,14,58.333333333333336,1864,77.66666666666667,53.25714285714286,182,18,0,0.5142857142857142,0.0,0.5142857142857142,3,0.08571428571428572,5.999999999999999,6,0,0,0,0.17142857142857143,0.0,16.531222908333334,3.6925683,28.909897,7.560215653794871,24,0,0,close,21,0,3,0,6,rifle,0.5833333333333334,1,0,0,2,0.05714285714285714,0,2.0,0.6733683652895907,0.48507125007266594,2,17,0.4857142857142857
cronuss,ence-vs-1win-m1-train,de_train,31,23,1.3478260869565217,0.8857142857142857,0.6571428571428571,18,58.06451612903226,2113,68.16129032258064,60.371428571428574,256,20,9,0.5714285714285714,0.2571428571428571,1.0857142857142856,5,0.14285714285714285,4.0,8,2,1,0,0.22857142857142856,0.2,13.656787202258066,0.88887507,41.58678,9.847530906509498,31,0,0,close,24,0,2,5,6,rifle,0.5806451612903226,6,0,0,10,0.2857142857142857,0,10.0,0.5477717351808209,0.8255779474818966,4,15,0.42857142857142855
sdy,ence-vs-1win-m1-train,de_train,24,23,1.0434782608695652,0.6857142857142857,0.6571428571428571,10,41.66666666666667,1456,60.666666666666664,41.6,185,15,4,0.42857142857142855,0.11428571428571428,0.6571428571428571,5,0.14285714285714285,3.0,4,4,1,0,0.11428571428571428,0.3142857142857143,23.142848775,6.4042816,46.05944,10.746688511267953,24,0,0,close,19,1,1,2,7,rifle,0.4166666666666667,1,0,0,12,0.34285714285714286,6,21.0,0.48647660095558304,1.055597325823495,4,20,0.5714285714285714
â‘³ ðŸœ² hardzao,fake-do-biru-vs-oddik-m1-dust2,de_dust2,53,25,2.12,2.5238095238095237,1.1904761904761905,39,73.58490566037736,5320,100.37735849056604,253.33333333333334,142,12,1,0.5714285714285714,0.047619047619047616,0.6666666666666666,3,0.14285714285714285,4.0,5,2,1,1,0.23809523809523808,0.5714285714285714,14.75928255471698,0.927989,49.496094,11.882028786356832,53,0,0,close,21,6,20,0,9,rifle,0.7358490566037735,2,0,2,7,0.3333333333333333,0,7.0,0.088636700447759,10.282008411283128,37,9,0.42857142857142855
â‘³ ðŸœ² â˜… coldzeraa,fake-do-biru-vs-oddik-m1-dust2,de_dust2,18,20,0.9,0.8571428571428571,0.9523809523809523,11,61.111111111111114,1257,69.83333333333333,59.857142857142854,174,8,0,0.38095238095238093,0.0,0.38095238095238093,2,0.09523809523809523,4.0,4,1,1,1,0.19047619047619047,0.47619047619047616,16.595757446666667,0.93523854,32.121563,8.824988163145811,18,0,0,close,12,0,4,0,6,rifle,0.6111111111111112,0,0,0,4,0.19047619047619047,0,4.0,0.296255050717412,2.3754698783308417,8,13,0.6190476190476191
â‘³ âœ“ detr0ittJ,fake-do-biru-vs-oddik-m1-dust2,de_dust2,46,22,2.090909090909091,2.1904761904761907,1.0476190476190477,23,50.0,6077,132.1086956521739,289.3809523809524,133,14,3,0.6666666666666666,0.14285714285714285,0.9523809523809523,0,0.0,66.66666666666666,6,3,3,2,0.2857142857142857,1.1904761904761905,27.846318176086953,7.673678,76.695564,15.226795042773634,46,0,0,close,17,21,6,0,7,awp,0.5,2,0,3,14,0.6666666666666666,2,17.0,0.1519623221291432,5.580578567035603,22,7,0.3333333333333333
â‘³ âœ“ lukiz,fake-do-biru-vs-oddik-m1-dust2,de_dust2,37,22,1.6818181818181819,1.7619047619047619,1.0476190476190477,24,64.86486486486487,5222,141.13513513513513,248.66666666666666,196,9,6,0.42857142857142855,0.2857142857142857,1.0,0,0.0,42.857142857142854,5,3,3,1,0.23809523809523808,0.9523809523809523,28.547111918918915,3.9605606,74.97974,19.141267551300665,37,0,0,close,16,11,10,0,6,rifle,0.6486486486486487,2,0,1,6,0.2857142857142857,1,7.5,0.1342161626295236,6.450667493454543,21,12,0.5714285714285714
â‘³ â¦» ksloks,fake-do-biru-vs-oddik-m1-dust2,de_dust2,28,40,0.7,1.3333333333333333,1.9047619047619047,13,46.42857142857143,2853,101.89285714285714,135.85714285714286,153,7,1,0.3333333333333333,0.047619047619047616,0.42857142857142855,4,0.19047619047619047,1.75,3,2,1,1,0.14285714285714285,0.5714285714285714,22.67257984285714,0.8203911,68.65394,17.391896683812906,28,0,0,close,10,9,6,0,9,rifle,0.4642857142857143,1,0,4,10,0.47619047619047616,0,10.0,0.13057680273413982,6.658328118479393,19,14,0.6666666666666666
â‘³ â¦» naitte,fake-do-biru-vs-oddik-m1-dust2,de_dust2,27,41,0.6585365853658537,1.2857142857142858,1.9523809523809523,16,59.25925925925925,2251,83.37037037037037,107.19047619047619,252,7,3,0.3333333333333333,0.14285714285714285,0.6190476190476191,4,0.19047619047619047,1.75,5,3,1,1,0.23809523809523808,0.6666666666666666,18.291576425925925,1.4313018,42.578156,10.256027284909909,27,0,0,close,16,4,5,1,9,rifle,0.5925925925925926,0,0,2,5,0.23809523809523808,0,5.0,0.16719847035769644,4.980915960897534,15,14,0.6666666666666666
â‘² âœ“ PKL,fake-do-biru-vs-oddik-m1-dust2,de_dust2,28,23,1.2173913043478262,1.3333333333333333,1.0952380952380953,16,57.14285714285714,2324,83.0,110.66666666666667,145,15,3,0.7142857142857143,0.14285714285714285,1.0,1,0.047619047619047616,15.000000000000002,6,1,1,1,0.2857142857142857,0.47619047619047616,20.3547134,3.2527282,62.91885,12.293954993723716,28,0,0,close,25,1,2,0,6,rifle,0.5714285714285714,3,0,2,11,0.5238095238095238,2,14.0,0.3299549787450113,2.030716505032035,9,6,0.2857142857142857
â‘³ â¦» â˜… woody,fake-do-biru-vs-oddik-m1-dust2,de_dust2,21,24,0.875,1.0,1.1428571428571428,4,19.047619047619047,2651,126.23809523809524,126.23809523809524,56,8,1,0.38095238095238093,0.047619047619047616,0.47619047619047616,1,0.047619047619047616,8.0,2,1,1,1,0.09523809523809523,0.47619047619047616,34.910513095238095,9.398403,72.21715,19.464403561699047,21,0,0,close,1,17,3,0,5,awp,0.19047619047619047,0,0,2,11,0.5238095238095238,4,17.0,0.1920597755161769,4.2067123233504535,13,13,0.6190476190476191
â‘³ âœ“ â˜… Ceruttera,fake-do-biru-vs-oddik-m1-dust2,de_dust2,21,30,0.7,1.0,1.4285714285714286,9,42.857142857142854,1175,55.95238095238095,55.95238095238095,140,10,2,0.47619047619047616,0.09523809523809523,0.6666666666666666,3,0.14285714285714285,3.3333333333333335,3,2,1,1,0.14285714285714285,0.5714285714285714,19.207450614285715,1.1312602,42.768936,11.68368171927975,21,0,0,close,16,0,4,0,6,rifle,0.42857142857142855,2,0,2,3,0.14285714285714285,0,3.0,0.2845433527928044,2.5144029554194813,9,11,0.5238095238095238
â‘³ âœ“ xureba,fake-do-biru-vs-oddik-m1-dust2,de_dust2,19,22,0.8636363636363636,0.9047619047619048,1.0476190476190477,11,57.89473684210527,1642,86.42105263157895,78.19047619047619,91,10,2,0.47619047619047616,0.09523809523809523,0.6666666666666666,3,0.14285714285714285,3.3333333333333335,2,1,1,1,0.09523809523809523,0.47619047619047616,22.00598757368421,3.1571476,73.74751,16.742680345839137,19,0,0,close,15,2,2,0,6,rifle,0.5789473684210527,1,0,1,6,0.2857142857142857,0,6.0,0.2845433527928044,2.5144029554194813,9,11,0.5238095238095238
â‘² PKL,fake-do-biru-vs-oddik-m2-train,de_train,9,21,0.42857142857142855,0.45,1.05,4,44.44444444444444,657,73.0,32.85,70,5,0,0.25,0.0,0.25,2,0.1,2.5,1,1,1,1,0.05,0.5,14.143682663333331,0.8332865,25.192991,9.528518766393722,9,0,0,close,6,0,1,0,4,rifle,0.4444444444444444,1,0,0,4,0.2,1,5.5,0.35857017363628707,1.7888543819998322,5,15,0.75
â‘³ coldzeraa,fake-do-biru-vs-oddik-m2-train,de_train,13,10,1.3,0.65,0.5,7,53.84615384615385,907,69.76923076923077,45.35,53,10,0,0.5,0.0,0.5,0,0.0,50.0,2,1,0,0,0.1,0.1,23.83890607692308,7.652566,39.97854,9.56174065493925,13,0,0,close,9,0,4,0,5,rifle,0.5384615384615384,0,0,1,8,0.4,2,11.0,0.5970332613479641,0.6749485577105528,3,10,0.5
â‘³ naitte,fake-do-biru-vs-oddik-m2-train,de_train,32,87,0.367816091954023,1.6,4.35,19,59.375,2019,63.09375,100.95,360,10,6,0.5,0.3,1.1,2,0.1,5.0,5,3,1,1,0.25,0.7,15.418013196874998,4.7033143,36.712418,7.2517466098176815,32,0,0,close,20,0,7,2,7,rifle,0.59375,1,0,0,4,0.2,0,4.0,0.1690019817593761,4.917090377222873,17,10,0.5
â‘³ hardzao,fake-do-biru-vs-oddik-m2-train,de_train,88,20,4.4,4.4,1.0,76,86.36363636363636,9992,113.54545454545455,499.6,140,9,1,0.45,0.05,0.55,4,0.2,2.25,4,1,1,1,0.2,0.5,10.252615482954546,1.0493156,35.66209,6.613974821589526,88,0,0,close,45,3,39,0,7,rifle,0.8636363636363636,3,0,0,6,0.3,1,7.5,0.03814903671685587,25.21298166509555,77,11,0.55
â‘³ lukiz,fake-do-biru-vs-oddik-m2-train,de_train,11,22,0.5,0.55,1.1,8,72.72727272727273,1177,107.0,58.85,65,5,1,0.25,0.05,0.35,2,0.1,2.5,1,1,1,1,0.05,0.5,21.367029499999997,6.616548,62.372498,15.776778203756209,11,0,0,close,6,0,5,0,3,rifle,0.7272727272727273,0,0,0,5,0.25,0,5.0,0.2714970279031851,2.6832815729997477,7,15,0.75
â‘³ xureba,fake-do-biru-vs-oddik-m2-train,de_train,26,21,1.2380952380952381,1.3,1.05,14,53.84615384615385,2116,81.38461538461539,105.8,104,9,1,0.45,0.05,0.55,6,0.3,1.5,3,1,1,1,0.15,0.5,13.988102933076924,0.83226186,31.285585,7.974867612430857,26,0,0,close,16,0,5,0,8,rifle,0.5384615384615384,0,0,1,6,0.3,0,6.0,0.16847219350717024,4.935697631653615,16,11,0.55
â‘³ Ceruttera,fake-do-biru-vs-oddik-m2-train,de_train,14,21,0.6666666666666666,0.7,1.05,9,64.28571428571429,1178,84.14285714285714,58.9,45,9,2,0.45,0.1,0.65,0,0.0,45.0,5,0,0,0,0.25,0.0,17.364742771428574,4.3615527,64.83094,16.160319488303525,14,0,0,close,8,1,3,2,6,rifle,0.6428571428571429,0,0,0,4,0.2,0,4.0,0.6548590014996047,0.5270462766947299,2,11,0.55
â‘³ woody,fake-do-biru-vs-oddik-m2-train,de_train,16,15,1.0666666666666667,0.8,0.75,5,31.25,2025,126.5625,101.25,45,11,3,0.55,0.15,0.85,0,0.0,55.0,4,1,0,0,0.2,0.1,17.13500873125,7.3308077,42.90786,9.93124001345462,16,0,0,close,3,8,1,1,6,awp,0.3125,1,0,0,4,0.2,1,5.5,0.5925744550904113,0.6875516509523286,3,9,0.45
â‘³ ksloks,fake-do-biru-vs-oddik-m2-train,de_train,26,39,0.6666666666666666,1.3,1.95,16,61.53846153846154,2296,88.3076923076923,114.8,205,12,3,0.6,0.15,0.9,2,0.1,5.999999999999999,5,3,1,1,0.25,0.7,16.090625592307692,0.8909271,34.81806,8.888511953363917,26,0,0,close,16,0,5,1,10,rifle,0.6153846153846154,0,0,0,6,0.3,4,12.0,0.30398517713895973,2.28963408483195,9,8,0.4
â‘³ detr0ittJ,fake-do-biru-vs-oddik-m2-train,de_train,81,18,4.5,4.05,0.9,62,76.5432098765432,9725,120.06172839506173,486.25,118,14,3,0.7,0.15,1.0,1,0.05,13.999999999999998,7,3,1,1,0.35,0.7,15.75212030617284,1.9045945,43.779037,9.52456659905252,81,0,0,close,58,13,10,0,5,rifle,0.7654320987654321,1,0,3,8,0.4,1,9.5,0.06016348089858248,15.621378701237367,60,6,0.3
EmbeR,kaleido-vs-arise-m2-inferno,de_inferno,9,13,0.6923076923076923,0.47368421052631576,0.6842105263157895,6,66.66666666666666,679,75.44444444444444,35.73684210526316,45,6,0,0.3157894736842105,0.0,0.3157894736842105,1,0.05263157894736842,6.0,3,0,0,0,0.15789473684210525,0.0,12.75936218888889,1.0767251,23.071548,7.347153854347869,9,0,0,close,3,0,2,0,5,rifle,0.6666666666666666,0,0,1,8,0.42105263157894735,4,14.0,0.646110632135477,0.5477225575051661,2,13,0.6842105263157895
expSasiKi,kaleido-vs-arise-m2-inferno,de_inferno,12,11,1.0909090909090908,0.631578947368421,0.5789473684210527,3,25.0,607,50.583333333333336,31.94736842105263,70,10,3,0.5263157894736842,0.15789473684210525,0.8421052631578947,2,0.10526315789473684,5.0,1,1,0,0,0.05263157894736842,0.10526315789473684,11.409442870833333,0.82473165,32.221386,10.539223917291867,12,0,0,close,7,0,1,0,5,rifle,0.25,0,0,0,6,0.3157894736842105,0,6.0,0.6125741132772068,0.6324555320336759,3,9,0.47368421052631576
reV3nnn,kaleido-vs-arise-m2-inferno,de_inferno,6,16,0.375,0.3157894736842105,0.8421052631578947,2,33.33333333333333,714,119.0,37.578947368421055,4,6,0,0.3157894736842105,0.0,0.3157894736842105,0,0.0,31.57894736842105,0,0,0,0,0.0,0.0,11.30250255,6.612364,18.25524,4.296287276037404,6,0,0,close,1,4,1,0,3,awp,0.3333333333333333,0,0,0,1,0.05263157894736842,1,2.5,1.0,0.0,1,13,0.6842105263157895
clouda,kaleido-vs-arise-m2-inferno,de_inferno,9,17,0.5294117647058824,0.47368421052631576,0.8947368421052632,5,55.55555555555556,686,76.22222222222223,36.10526315789474,17,9,1,0.47368421052631576,0.05263157894736842,0.5789473684210527,5,0.2631578947368421,1.8,0,0,0,0,0.0,0.0,14.429507433333331,0.8139339,24.650442,8.247018109179667,9,0,0,close,5,0,3,0,7,rifle,0.5555555555555556,0,0,1,2,0.10526315789473684,0,2.0,1.0,0.0,1,10,0.5263157894736842
suki,kaleido-vs-arise-m2-inferno,de_inferno,22,8,2.75,1.1578947368421053,0.42105263157894735,15,68.18181818181817,1851,84.13636363636364,97.42105263157895,164,12,1,0.631578947368421,0.05263157894736842,0.7368421052631579,0,0.0,63.1578947368421,7,2,1,0,0.3684210526315789,0.3684210526315789,16.06472451818182,3.354808,39.57768,10.278407195800812,22,0,0,close,17,0,5,0,5,rifle,0.6818181818181818,2,0,2,0,0.0,0,0.0,0.5161458508709902,0.9374368665610923,4,7,0.3684210526315789
BENZENE,kaleido-vs-arise-m2-inferno,de_inferno,12,15,0.8,0.631578947368421,0.7894736842105263,11,91.66666666666666,1191,99.25,62.68421052631579,135,8,1,0.42105263157894735,0.05263157894736842,0.5263157894736842,1,0.05263157894736842,8.0,3,1,0,0,0.15789473684210525,0.10526315789473684,8.850610158333334,3.1768122,17.747063,4.607264794242193,12,0,0,close,9,0,3,0,4,rifle,0.9166666666666666,2,0,0,1,0.05263157894736842,0,1.0,0.5694991259569396,0.7559289460184544,3,11,0.5789473684210527
rubeN,kaleido-vs-arise-m2-inferno,de_inferno,13,8,1.625,0.6842105263157895,0.42105263157894735,6,46.15384615384615,924,71.07692307692308,48.63157894736842,148,8,1,0.42105263157894735,0.05263157894736842,0.5263157894736842,0,0.0,42.10526315789473,3,1,1,0,0.15789473684210525,0.2631578947368421,18.241655923076923,5.983775,55.393574,12.713870101857792,13,0,0,close,10,1,1,0,5,rifle,0.46153846153846156,1,0,0,4,0.21052631578947367,1,5.5,0.4852813742385704,1.0606601717798212,4,11,0.5789473684210527
Rage,kaleido-vs-arise-m2-inferno,de_inferno,19,11,1.7272727272727273,1.0,0.5789473684210527,10,52.63157894736842,2832,149.05263157894737,149.05263157894737,55,13,8,0.6842105263157895,0.42105263157894735,1.5263157894736843,1,0.05263157894736842,13.000000000000002,4,2,0,0,0.21052631578947367,0.21052631578947367,18.571933505263157,0.8586402,32.049232,8.969270385699119,19,0,0,close,4,10,4,0,6,awp,0.5263157894736842,4,0,1,6,0.3157894736842105,1,7.5,0.5629838060360511,0.7762500258061849,3,6,0.3157894736842105
Bhavi,kaleido-vs-arise-m2-inferno,de_inferno,14,16,0.875,0.7368421052631579,0.8421052631578947,8,57.14285714285714,1008,72.0,53.05263157894737,86,9,2,0.47368421052631576,0.10526315789473684,0.6842105263157895,6,0.3157894736842105,1.5,4,1,0,0,0.21052631578947367,0.10526315789473684,12.422756183571428,0.68807507,27.296423,8.018171941785253,14,0,0,close,7,0,5,0,6,rifle,0.5714285714285714,3,0,0,1,0.05263157894736842,1,2.5,0.5792121375738799,0.7264831572567789,3,10,0.5263157894736842
